sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
RBDS11,FII RBRESID2,BRRBDSCTF006,FII,192.80,-0.20,-0.10,TIJOLO,DESENVOLVIMENTO,DESENVOLVIMENTO PARA VENDA GESTÃO ATIVA,RBDS11,11.945.604/0001-27,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,RBDS
RBGS11,FII RB GSB I,BRRBGSCTF009,FII,44.10,-0.27,-0.61,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,RBGS11,13.652.006/0001-95,RB CAPITAL GENERAL SHOPPING SULACAP FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,RBGS
RBRD11,FII RB II,BRRBRDCTF008,FII,90.04,-0.45,-0.50,TIJOLO,VAREJO,RENDA GESTÃO ATIVA,RBRD11,09.006.914/0001-34,RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,RBRD
RBRF11,FII RBRALPHA,BRRBRFCTF003,FII,101.78,0.58,0.57,PAPEL,FUNDO DE FUNDOS,RENDA GESTÃO ATIVA,RBRF11,27.529.279/0001-51,FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RBRF
RBRP11,FII RBR PROP,BRRBRPCTF002,FII,80.02,0.48,0.61,TIJOLO,ESCRITÓRIOS,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,RBRP11,21.408.063/0001-51,FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII,00.806.535/0001-54,PLANNER CORRETORA DE VALORES SA,RBRP
RBRR11,FII RBRHGRAD,BRRBRRCTF008,FII,105.90,-0.57,-0.54,PAPEL,CRIS,RENDA GESTÃO ATIVA,RBRR11,29.467.977/0001-03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RBRR
RBVO11,FII RIOBCRI2,BRRBVOCTF007,FII,42.40,0.18,0.43,PAPEL,CRIS,NÃO INFORMADO,RBVO11,15.769.670/0001-44,RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,RBVO
RDES11,FII RD ESCRI,BRRDESCTF000,FII,70.49,0.00,0.00,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,RDES11,14.793.782/0001-78,RENDA DE ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,RDES
RDPD11,FII BB PAPII,BRRDPDCTF008,FII,85.00,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,RDPD11,23.120.027/0001-13,BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,RDPD
REIT11,FII REIT RIV,BRREITCTF007,FII,1083.60,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,REIT11,16.841.067/0001-99,SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,62.285.390/0001-40,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,REIT
RNDP11,FII BB R PAP,BRRNDPCTF007,FII,955.00,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,RNDP11,15.394.563/0001-89,BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,RNDP
RNGO11,FII RIONEGRO,BRRNGOCTF003,FII,84.96,-0.04,-0.05,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,RNGO11,15.006.286/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,RNGO
SAAG11,FII SANT AGE,BRSAAGCTF007,FII,123.90,-0.10,-0.08,TIJOLO,BANCÁRIO,RENDA GESTÃO PASSIVA,SAAG11,16.915.840/0001-14,SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SAAG
SAIC11B,FII SIA CORP,BRSAICCTF009,FII,56.01,0.00,0.00,TIJOLO,ESCRITÓRIOS,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,SAIC11B,17.311.079/0001-74,FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE,33.850.686/0001-69,BRB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,SAIC
SCPF11,FII SCP,BRSCPFCTF003,FII,11.18,0.01,0.09,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,SCPF11,01.657.856/0001-05,SCP FII,44.077.014/0001-89,BR-CAPITAL DTVM S.A.,SCPF
SDIL11,FII SDI LOG,BRSDILCTF004,FII,108.46,-0.16,-0.15,TIJOLO,GALPÕES,RENDA GESTÃO PASSIVA,SDIL11,16.671.412/0001-93,FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SDIL
SHPH11,FII HIGIENOP,BRSHPHCTF008,FII,917.00,-3.00,-0.33,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,SHPH11,03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SHPH
SPTW11,FII SP DOWNT,BRSPTWCTF002,FII,87.60,-0.20,-0.23,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,SPTW11,15.538.445/0001-05,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,27.652.684/0001-62,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,SPTW
STRX11,FII STARX,BRSTRXCTF006,FII,15816.00,202.62,1.30,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO PASSIVA,STRX11,11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,STRX
TBOF11,FII TBOFFICE,BRTBOFCTF006,FII,81.80,-0.91,-1.10,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,TBOF11,17.365.105/0001-47,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,TBOF
TFOF11,FII HTOPFOF,BRTFOFCTF007,FII,,,,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,TFOF11,20.834.884/0001-97,HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,TFOF
TGAR11,FII TG ATIVO,BRTGARCTF009,FII,125.61,0.11,0.09,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO ATIVA,TGAR11,25.032.881/0001-53,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,TGAR
THRA11,FII BM THERA,BRTHRACTF007,FII,125.65,-1.85,-1.45,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,THRA11,13.966.653/0001-71,FII CYRELA THERA CORPORATE,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,THRA
TORM13,FII TOURMALE,BRTORMCTF024,FII,103.70,0.64,0.62,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO ATIVA,TORM13,26.395.660/0001-02,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,TORM
TOUR11,FII TOUR II,BRTOURCTF019,FII,,,,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO ATIVA,TOUR11,30.578.316/0001-26,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,TOUR
TRNT11,FII TORRE NO,BRTRNTCTF013,FII,178.00,0.00,0.00,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,TRNT11,04.722.883/0001-02,FII TORRE NORTE,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,TRNT
TRXL11,FII TRX LOG,BRTRXLCTF001,FII,97.86,0.36,0.37,TIJOLO,GALPÕES,RENDA GESTÃO PASSIVA,TRXL11,11.839.593/0001-09,TRX REALTY LOGÍSTICA RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,TRXL
UBSR11,FII UBS (BR),BRUBSRCTF000,FII,104.87,-0.13,-0.12,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,UBSR11,28.152.272/0001-26,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,13.486.793/0001-42,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,UBSR
VGIR11,FII VALREIII,BRVGIRCTF008,FII,100.00,-0.50,-0.50,PAPEL,CRIS,RENDA GESTÃO ATIVA,VGIR11,29.852.732/0001-91,VALORA RE III FUNDO DE INVESTIMENTO IMOBILIARIO - FII,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,VGIR
VILG11,FII VINCILOG,BRVILGCTF001,FII,112.99,0.00,0.00,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,VILG11,24.853.044/0001-22,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13.486.793/0001-42,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,VILG
VISC11,FII VINCI SC,BRVISCCTF005,FII,108.10,-0.79,-0.73,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,VISC11,17.554.274/0001-25,VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13.486.793/0001-42,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,VISC
VLOL11,FII OLIMPIA,BRVLOLCTF009,FII,100.00,0.00,0.00,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,VLOL11,15.296.696/0001-12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII VILA OLIMPIA CORPORATE,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,VLOL
VOTS11,FII V MASTER,BRVOTSCTF007,FII,86.30,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,VOTS11,17.870.926/0001-30,Votorantim Securities Master Fundo de Investimento Imobiliário - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,VOTS
VRTA11,FII FATOR VE,BRVRTACTF008,FII,129.20,-0.66,-0.51,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,VRTA11,11.664.201/0001-00,FATOR VERITA FUNDO DE INVESTIMENTO IMOBILIARIO,33.644.196/0001-06,BANCO FATOR S/A,VRTA
VSHO11,FII VOT SHOP,BRVSHOCTF002,FII,101.51,-1.47,-1.43,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,VSHO11,23.740.595/0001-17,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,VSHO
VTLT11,FII VOT LOG,BRVTLTCTF001,FII,101.00,0.01,0.01,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,VTLT11,27.368.600/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,VTLT
WPLZ11,FII W PLAZA,BRWPLZCTF004,FII,81.20,0.00,0.00,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,WPLZ11,09.326.861/0001-39,SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,WPLZ
WTSP11B,FII WTC SP,BRWTSPCTF002,FII,75.00,0.00,0.00,TIJOLO,HÍBRIDO,RENDA GESTÃO ATIVA,WTSP11B,28.693.595/0001-27,FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I,78.632.767/0001-20,BANCO OURINVEST S.A.,WTSP
XPCM11,FII XP MACAE,BRXPCMCTF009,FII,95.28,0.18,0.19,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,XPCM11,16.802.320/0001-03,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,XPCM
XPIN11,FII XP INDL,BRXPINCTF004,FII,120.97,0.98,0.82,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,XPIN11,28.516.325/0001-40,XP Industrial Fundo de Investimento Imobiliário,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,XPIN
XPLG11,FII XP LOG,BRXPLGCTF002,FII,101.38,-0.01,-0.01,TIJOLO,GALPÕES,HÍBRIDO GESTÃO ATIVA,XPLG11,26.502.794/0001-85,XP Log Fundo de Investimento Imobiliário - FII,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,XPLG
XPML11,FII XP MALLS,BRXPMLCTF000,FII,107.31,-0.09,-0.08,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,XPML11,28.757.546/0001-00,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,XPML
XTED11,FII TRXE COR,BRXTEDCTF006,FII,6.65,0.02,0.30,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,XTED11,15.006.267/0001-63,TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,XTED
FNAM11,FINAM,BRFNAMCTF013,FINAM,0.17,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FNAM11,00.000.000/0000-00,FDO INV DA AMAZONIA,---,---,FNAM
FNOR11,FINOR,BRFNORCTF013,FINOR,0.24,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FNOR11,00.000.000/0000-00,FDO INV DO NORDESTE,---,---,FNOR
FCCQ11,FIP CONQUEST,BRFCCQCTF005,FIP,4.00,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,FCCQ11,10.625.626/0001-47,CONQUEST FIP EMPRESAS EMERGENTES,00.329.598/0001-67,FOCO DTVM LTDA.,FCCQ
ESUD11,FIP IE II,BRESUDCTF004,FIP IE,1425.00,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,ESUD11,13.301.359/0001-40,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT II,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,ESUD
ESUT11,FIP IE III,BRESUTCTF000,FIP IE,1400.02,0.00,0.00,FINANCEIRO E OUTROS,FUNDOS,FUNDOS DE AÇÕES,ESUT,13.301.410/0001-14,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT III,---,---,ESUT
FPOR11,FIP PORT SUD,BRFPORCTF000,FIP IE,0.51,-0.11,-17.74,OUTROS,FUNDOS,FUNDOS DE AÇÕES,FPOR11,20.082.573/0001-19,PORTO SUDESTE ROYALTIES - FIP-IE,23.025.053/0001-62,BRL TRUST INVESTIMENTOS LTDA.,FPOR
XPOM11,FIP XP OMEGA,BRXPOMCTF004,FIP IE,105.00,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,XPOM11,17.709.881/0001-17,FDO INV PART IE XP OMEGA I,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,XPOM
FSPE11,FISET PESCA,BRFSPECTF017,FISET,0.33,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FSPE11,00.000.000/0000-00,FDO INV SETORIAL PESCA,---,---,FSPE
FSRF11,FISET FL REF,BRFSRFCTF010,FISET,0.22,-0.01,-4.35,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FSRF11,00.000.000/0000-00,FDO INV SETORIAL FL E REF,---,---,FSRF
FSTU11,FISET TUR,BRFSTUCTF015,FISET,0.33,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FSTU11,00.000.000/0000-00,FDO INV SETORIAL TURISMO,---,---,FSTU
FDES11,FUNDES,BRFDESCTF005,FUNDES,0.40,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE INCENTIVO SETORIAL,FDES11,22.374.187/0001-26,FDO DE DESENVOLVIMENTO DO ESPÍRITO SANTO - FUNDES,---,---,FDES
---,---,---,---,,,,---,---,---,---,---,---,---,---,---
ABNB3,ABNOTE ON,BRABNBACNOR4,AÇÃO,,,,---,---,---,---,---,---,---,---,ABNB
ABRE11,ABRIL EDUCA UNT,BRABRECDAM15,AÇÃO,,,,---,---,---,---,---,---,---,---,ABRE
ABRE3,ABRIL EDUCA ON,BRABREACNOR9,AÇÃO,,,,---,---,---,---,---,---,---,---,ABRE
ABYA3,ABYARA ON,BRABYAACNOR3,AÇÃO,,,,---,---,---,---,---,---,---,---,ABYA
ACGU3,GUARANI ON,BRACGUACNOR6,AÇÃO,,,,---,---,---,---,---,---,---,---,ACGU
AEDU11,ANHANGUERA UNT,BRAEDUCDAM18,AÇÃO,,,,---,---,---,---,---,---,---,---,AEDU
AEDU3,ANHANGUERA ON,BRAEDUACNOR9,AÇÃO,,,,---,---,---,---,---,---,---,---,AEDU
AELP3,AES ELPA ON,BRAELPACNOR2,AÇÃO,,,,---,---,---,---,---,---,---,---,AELP
AFLU3,AFLUENTE ON,BRAFLUACNOR9,AÇÃO,,,,---,---,---,---,---,---,---,---,AFLU
AGEI3,AGRE EMP IMO ON,BRAGEIACNOR7,AÇÃO,,,,---,---,---,---,---,---,---,---,AGEI
AGIN3,AGRA INCORP ON,BRAGINACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,AGIN
AHEB5,SPTURIS PNA,BRAHEBACNPA3,AÇÃO,0.00,-59.74,-100.00,CONSUMO CÍCLICO,VIAGENS E LAZER,PRODUÇÃO DE EVENTOS E SHOWS,9415,62.002.886/0001-60,SAO PAULO TURISMO S.A.,---,---,AHEB
ALLL11,ALL AMER LAT UNT,BRALLLCDAM10,AÇÃO,,,,---,---,---,---,---,---,---,---,ALLL
ALLL3,ALL AMER LAT ON,BRALLLACNOR6,AÇÃO,,,,---,---,---,---,---,---,---,---,ALLL
ALLL4,ALL AMER LAT PN,BRALLLACNPR3,AÇÃO,,,,---,---,---,---,---,---,---,---,ALLL
AMBV3,AMBEV ON,BRAMBVACNOR4,AÇÃO,,,,---,---,---,---,---,---,---,---,AMBV
AMBV4,AMBEV PN,BRAMBVACNPR1,AÇÃO,,,,---,---,---,---,---,---,---,---,AMBV
AMCE3,AMERICEL ON,BRAMCEACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,AMCE
AMIL3,AMIL ON,BRAMILACNOR0,AÇÃO,,,,---,---,---,---,---,---,---,---,AMIL
AMPI3,AMPLA INVEST ON ,BRAMPIACNOR1,AÇÃO,,,,---,---,---,---,---,---,---,---,AMPI
AORE3,ALL ORE ON,BRAOREACNOR2,AÇÃO,,,,---,---,---,---,---,---,---,---,AORE
ARTR3,ARTERIS ON,BRARTRACNOR3,AÇÃO,,,,---,---,---,---,---,---,---,---,ARTR
AUTM3,AUTOMETAL ON,BRAUTMACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,AUTM
AVIL3,ACOS VILL ON,BRAVILACNOR1,AÇÃO,,,,---,---,---,---,---,---,---,---,AVIL
BBTG11,BTG PACTUAL UNT,BRBBTGUNT007,AÇÃO,,,,---,---,---,---,---,---,---,---,BBTG
BDLL3,BARDELLA ON,BRBDLLACNOR1,AÇÃO,0.00,-51.00,-100.00,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,1520,60.851.615/0001-53,BARDELLA S.A. INDUSTRIAS MECANICAS,---,---,BDLL
BEMA3,BEMATECH ON,BRBEMAACNOR0,AÇÃO,,,,---,---,---,---,---,---,---,---,BEMA
BFRE11,BRAZILIAN FR PRA,BRBFREARNPA9,AÇÃO,,,,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,17922,02.762.113/0001-50,BRAZILIAN FINANCE E REAL ESTATE S.A.,---,---,BFRE
BHGR3,BHG ON,BRBHGRACNOR9,AÇÃO,,,,---,---,---,---,---,---,---,---,BHGR
BICB3,BICBANCO ON,BRBICBACNOR0,AÇÃO,,,,---,---,---,---,---,---,---,---,BICB
BICB4,BICBANCO PN,BRBICBACNPR7,AÇÃO,,,,---,---,---,---,---,---,---,---,BICB
BIDI11,INTER BANCO UNT,BRBIDICDAM19,AÇÃO,,,,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,24406,00.416.968/0001-01,BANCO INTER S.A.,---,---,BIDI
BIOM4,BIOMM PN,BRBIOMACNPR9,AÇÃO,,,,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,19305,04.752.991/0001-10,BIOMM S.A.,---,---,BIOM
BISA3,BROOKFIELD ON,BRBISAACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,BISA
BMTO3,BRASMOTOR ON,BRBMTOACNOR9,AÇÃO,,,,---,---,---,---,---,---,---,---,BMTO
BMTO4,BRASMOTOR PN,BRBMTOACNPR6,AÇÃO,,,,---,---,---,---,---,---,---,---,BMTO
BNBR4,NORD BRASIL PN,BRBNBRACNPR5,AÇÃO,,,,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,1228,07.237.373/0001-20,BCO NORDESTE DO BRASIL S.A.,---,---,BNBR
BNCA3,NOSSA CAIXA ON,BRBNCAACNOR2,AÇÃO,,,,---,---,---,---,---,---,---,---,BNCA
BPNM4,PANAMERICANO PN,BRBPNMACNPR6,AÇÃO,,,,---,---,---,---,---,---,---,---,BPNM
BRIN3,BR INSURANCE ON,BRBRINACNOR3,AÇÃO,,,,---,---,---,---,---,---,---,---,BRIN
BRTO3,BRASIL TELEC ON,BRBRTOACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,BRTO
BRTO4,BRASIL TELEC PN,BRBRTOACNPR5,AÇÃO,,,,---,---,---,---,---,---,---,---,BRTO
BTTL4,BATTISTELLA PN,BRBTTLACNPR7,AÇÃO,,,,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,15458,42.331.462/0001-31,BATTISTELLA ADM PARTICIPACOES S.A.,---,---,BTTL
BUET3,BUETTNER ON,BRBUETACNOR3,AÇÃO,,,,---,---,---,---,---,---,---,---,BUET
BUET4,BUETTNER PN,BRBUETACNPR0,AÇÃO,,,,---,---,---,---,---,---,---,---,BUET
BVMF3,B3 ON,BRBVMFACNOR3,AÇÃO,,,,---,---,---,---,---,---,---,---,BVMF
CAFE4,CAF BRASILIA PN ,BRCAFEACNPR9,AÇÃO,,,,---,---,---,---,---,---,---,---,CAFE
CBMA3,COBRASMA ON,BRCBMAACNOR4,AÇÃO,,,,---,---,---,---,---,---,---,---,CBMA
CBMA4,COBRASMA PN,BRCBMAACNPR1,AÇÃO,,,,---,---,---,---,---,---,---,---,CBMA
CCHI3,CHIARELLI ON,BRCCHIACNOR5,AÇÃO,,,,---,---,---,---,---,---,---,---,CCHI
CCHI4,CHIARELLI PN,BRCCHIACNPR2,AÇÃO,,,,---,---,---,---,---,---,---,---,CCHI
CCIM3,CC DES IMOB ON,BRCCIMACNOR5,AÇÃO,,,,---,---,---,---,---,---,---,---,CCIM
CEPE3,CELPE ON,BRCEPEACNOR3,AÇÃO,0.00,-20.17,-100.00,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,14362,10.835.932/0001-08,CIA ENERGETICA DE PERNAMBUCO - CELPE,---,---,CEPE
CIQU3,CACIQUE ON,BRCIQUACNOR8,AÇÃO,,,,---,---,---,---,---,---,---,---,CIQU
CIQU4,CACIQUE PN,BRCIQUACNPR5,AÇÃO,,,,---,---,---,---,---,---,---,---,CIQU
CLAN4,CLARION PN,BRCLANACNPR8,AÇÃO,,,,---,---,---,---,---,---,---,---,CLAN
CLSC5,CELESC PNA,BRCLSCACNPA9,AÇÃO,,,,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,2461,83.878.892/0001-55,CENTRAIS ELET DE SANTA CATARINA S.A.,---,---,CLSC
CMGR3,CEMAT ON,BRCMGRACNOR7,AÇÃO,,,,---,---,---,---,---,---,---,---,CMGR
CMGR4,CEMAT PN,BRCMGRACNPR4,AÇÃO,,,,---,---,---,---,---,---,---,---,CMGR
CNFB3,CONFAB ON,BRCNFBACNOR1,AÇÃO,,,,---,---,---,---,---,---,---,---,CNFB
CNFB4,CONFAB PN,BRCNFBACNPR8,AÇÃO,,,,---,---,---,---,---,---,---,---,CNFB
COBE3B,CONST BETER ON ,BRCOBEACNOR2,AÇÃO,,,,---,---,---,---,---,---,---,---,COBE
COBE5B,CONST BETER PNA,BRCOBEACNPA5,AÇÃO,,,,---,---,---,---,---,---,---,---,COBE
COBE6B,CONST BETER PNB,BRCOBEACNPB3,AÇÃO,,,,---,---,---,---,---,---,---,---,COBE
